,VOT,numWords,SCRIND,SCROUTD,TGTIND,TGTOUTD
979,1,102,145,253,103,9
980,1,41,50,49,72,40
981,1,0,0,926,163,86
982,1,1,74,201,444,195
983,1,9,46,347,26,65
984,1,35,0,1,70,79
985,-1,29,264,241,37,0
986,1,17,0,4,1,6
987,-1,2,0,186,139,58
988,-1,17,0,39,142,78
989,1,8,94,207,149,28
990,1,32,0,256,91,248
991,1,11,0,214,57,302
992,1,17,66,90,90,0
993,1,4,96,153,57,2
994,1,24,93,40,189,27
995,1,31,0,28,75,0
996,1,30,64,93,121,69
997,1,10,200,48,47,178
998,-1,14,262,110,277,265
999,1,14,0,51,55,87
1000,-1,29,0,61,356,144
1001,1,59,0,46,112,123
1002,0,29,115,174,26,4
1003,0,29,56,39,46,3
1004,1,4,0,248,123,17
1005,1,24,0,4,35,0
1006,1,12,86,39,128,238
1007,-1,49,60,76,23,0
1008,-1,246,0,12,222,107
1009,-1,21,0,30,13,0
1010,1,0,67,106,90,90
1011,1,4,83,99,49,9
1012,0,56,0,5,164,48
1013,1,6,20,67,121,69
1014,1,2,168,311,132,4
1015,-1,150,339,175,79,0
1016,-1,0,50,11,27,0
1017,1,15,0,1,142,41
1018,0,24,113,117,17,6
1019,-1,58,86,61,43,0
1020,-1,0,0,926,40,4
1021,1,40,61,212,80,31
1022,1,3,0,16,47,3
1023,0,5,85,334,82,0
1024,1,6,29,281,100,142
1025,1,0,0,33,31,6
1026,1,2,0,117,221,60
1027,-1,11,80,52,9,0
1028,-1,111,0,17,40,2
1029,-1,23,156,371,11,0
1030,1,25,139,89,99,29
1031,1,42,202,210,121,8
1032,0,10,64,86,152,239
1033,1,3,0,2,58,0
1034,1,83,89,68,180,222
1035,0,68,159,27,148,40
1036,1,13,16,75,42,54
1037,1,26,64,583,92,196
1038,1,17,211,497,79,200
1039,0,30,0,102,41,0
1040,-1,23,216,259,518,6
1041,1,37,81,162,264,241
1042,1,2,34,12,47,125
1043,1,4,30,936,73,34
1044,-1,27,0,13,3,0
1045,-1,20,75,66,9,0
1046,1,9,92,140,91,3
1047,-1,118,160,236,17,0
1048,-1,26,0,64,61,101
1049,1,14,0,60,56,9
1050,-1,19,95,156,48,83
1051,0,5,30,936,69,19
1052,-1,9,0,294,168,311
1053,1,4,80,431,55,15
1054,-1,28,160,236,16,0
1055,-1,40,67,99,534,40
1056,1,27,40,57,74,201
1057,1,3,0,17,82,0
1058,1,8,0,13,176,57
1059,-1,5,69,232,68,4
1060,1,1,0,28,118,6
1061,1,7,286,143,62,38
1062,1,1,166,44,175,96
1063,1,14,19,92,16,0
1064,1,6,211,497,56,9
1065,1,22,57,190,22,1
1066,-1,11,2,7,173,112
1067,1,4,86,191,277,26
1068,1,13,82,81,139,10
1069,1,24,64,32,81,54
1070,1,3,51,115,89,90
1071,1,21,0,5,163,86
1072,1,117,0,262,458,0
1073,1,16,0,12,105,28
1074,-1,45,61,26,276,32
1075,-1,13,0,45,38,3
1076,1,103,70,82,178,41
1077,-1,39,74,209,78,4
1078,1,1,72,251,69,47
1079,1,15,0,10,277,217
1080,-1,215,78,152,73,49
1081,1,15,0,33,138,41
1082,1,3,0,16,73,5
1083,0,2,69,160,91,39
1084,1,12,34,97,45,17
1085,1,0,19,92,27,1
1086,-1,19,216,259,122,186
1087,1,195,0,206,121,8
1088,1,1,30,936,72,32
1089,1,91,65,75,107,25
1090,-1,28,67,99,534,40
1091,1,17,86,61,63,0
1092,1,5,29,281,67,29
1093,1,15,61,212,49,175
1094,1,18,94,207,40,3
1095,1,20,102,66,80,144
1096,1,15,0,78,56,21
1097,1,12,55,420,65,0
1098,-1,51,0,12,98,6
1099,-1,510,0,19,140,19
1100,1,39,0,8,65,1
1101,1,7,0,115,122,36
1102,1,31,0,2,276,32
1103,1,6,0,123,137,11
1104,1,9,0,12,159,19
1105,-1,3,122,249,94,36
1106,1,8,67,64,193,55
1107,1,18,0,24,78,605
1108,1,5,0,59,145,253
1109,1,50,0,206,121,143
1110,-1,3,65,34,7,1
1111,1,3,53,328,160,18
1112,1,52,147,596,67,38
1113,1,3,31,120,148,148
1114,1,25,30,72,222,107
1115,1,4,51,115,74,53
1116,1,11,101,113,289,122
1117,1,42,77,4,162,8
1118,1,13,72,343,67,50
1119,1,16,66,2,56,27
1120,1,1,0,29,6,41
1121,1,4,74,248,78,40
1122,1,27,149,590,73,66
1123,1,51,0,69,157,1
1124,0,130,0,2,9,91
1125,1,26,55,53,83,18
1126,0,136,145,253,67,83
1127,1,34,53,51,180,222
1128,1,36,60,212,194,124
1129,-1,43,84,322,253,14
1130,-1,72,0,46,93,120
1131,1,34,147,56,88,13
1132,1,3,0,444,93,13
1133,1,2,0,51,51,190
1134,1,11,51,115,156,160
1135,1,29,38,52,84,201
1136,1,9,32,114,88,48
1137,-1,80,0,127,64,4
1138,-1,12,255,231,21,0
1139,-1,5,155,79,57,21
1140,1,20,264,241,64,13
1141,1,9,150,238,101,12
1142,-1,9,55,107,20,1
1143,1,109,147,56,172,22
1144,1,15,117,348,356,144
1145,1,10,22,58,45,96
1146,-1,24,0,37,139,58
1147,1,2,0,26,116,110
1148,1,14,31,57,105,67
1149,1,10,47,85,139,65
1150,-1,26,40,57,67,2
1151,1,14,164,98,45,0
1152,1,15,89,68,99,29
1153,1,44,164,660,379,31
1154,1,8,67,730,39,18
1155,1,15,35,27,112,34
1156,-1,83,0,28,59,0
1157,1,10,58,131,161,12
1158,1,17,0,3,148,1
1159,0,11,0,96,139,65
1160,1,27,0,154,38,0
1161,1,9,0,38,49,1
1162,1,3,59,266,57,21
1163,1,4,0,16,79,3
1164,1,20,0,49,83,15
1165,1,2,27,54,66,0
1166,1,92,115,177,92,0
1167,1,3,0,60,94,40
1168,1,13,0,5,130,5
1169,1,1,0,27,485,18
1170,1,31,0,14,128,29
1171,0,19,11,19,97,4
1172,1,16,98,166,82,0
1173,1,3,46,12,94,21
1174,1,36,0,1,87,2
1175,1,0,63,18,17,8
1176,1,24,100,15,518,6
1177,1,17,70,20,210,190
1178,1,41,9,13,26,11
1179,-1,95,0,16,48,5
1180,1,29,0,32,148,24
1181,1,102,0,15,39,6
1182,1,11,0,127,96,16
1183,1,4,0,93,74,201
1184,-1,23,67,730,14,1
1185,1,42,25,38,726,206
1186,1,7,71,96,99,75
1187,1,3,0,5,128,156
1188,1,1,78,605,86,0
1189,1,1,0,3,356,404
1190,1,96,47,244,73,13
1191,1,24,8,184,117,15
1192,1,8,139,110,16,0
1193,1,13,0,2,159,27
1194,-1,149,0,30,123,0
1195,1,15,224,207,39,6
1196,0,36,0,21,216,259
1197,1,8,102,5,115,5
1198,1,1,19,197,54,34
1199,1,8,39,41,97,31
1200,1,2,5,75,23,39
1201,1,9,194,124,138,30
1202,-1,7,18,860,13,2
1203,1,8,0,94,185,250
1204,-1,28,86,17,112,109
1205,1,10,68,29,66,0
1206,0,211,78,605,55,10
1207,-1,2,0,2,100,16
1208,1,1,69,232,84,0
1209,1,13,0,148,53,3
1210,1,0,0,926,66,0
1211,1,0,96,268,44,8
1212,1,27,39,123,276,32
1213,1,8,318,1101,62,142
1214,1,51,83,100,45,64
1215,1,5,0,61,71,54
1216,1,20,0,31,110,39
1217,1,10,67,38,80,31
1218,1,10,177,130,216,259
1219,1,10,149,590,101,0
1220,1,24,64,95,116,7
1221,1,22,0,126,50,13
1222,1,19,149,590,71,96
1223,1,5,89,90,42,54
1224,1,5,57,302,52,17
1225,1,5,28,219,185,250
1226,-1,5,28,26,159,27
1227,1,21,47,27,114,3
1228,1,1,32,114,31,7
1229,1,11,0,64,71,15
1230,1,1,48,199,83,44
1231,1,24,47,188,75,54
1232,-1,7,8,14,47,33
1233,1,0,15,9,31,12
1234,1,9,0,3,216,259
1235,1,4,255,231,128,46
1236,1,53,0,1,318,100
1237,1,21,134,41,103,9
1238,1,3,0,136,22,1
1239,1,15,64,583,65,75
1240,1,1,57,302,74,19
1241,1,6,0,428,93,18
1242,1,24,0,12,69,19
1243,1,15,0,163,72,47
1244,1,57,0,178,83,99
1245,0,22,44,496,65,7
1246,1,5,43,519,49,12
1247,1,2,0,28,45,24
1248,1,64,0,206,159,23
1249,1,10,64,583,79,3
1250,1,36,73,139,64,19
1251,1,18,102,32,139,89
1252,-1,15,0,8,70,1
1253,0,3,0,64,229,99
1254,1,6,0,21,139,64
1255,1,1,27,13,36,0
1256,1,16,47,188,137,72
1257,1,8,93,156,45,3
1258,1,53,0,1,119,32
1259,-1,9,0,141,45,11
1260,1,4,52,165,83,0
1261,1,14,168,311,193,159
1262,1,4,20,94,97,260
1263,1,27,0,8,130,5
1264,1,38,52,165,77,59
1265,1,62,0,67,147,596
1266,0,11,0,96,55,7
1267,1,35,39,123,64,0
1268,1,12,318,1101,148,72
1269,0,24,40,57,32,0
1270,1,22,33,41,101,113
1271,-1,52,81,54,726,206
1272,1,13,70,133,379,31
1273,1,60,112,147,124,33
1274,1,11,33,36,94,73
1275,1,12,0,1,79,200
1276,1,23,165,393,189,75
1277,1,26,191,68,104,47
1278,1,30,126,30,106,3
1279,-1,10,0,67,339,175
1280,1,11,0,134,126,77
1281,1,8,149,16,147,0
1282,1,2,20,67,80,53
1283,-1,19,277,265,104,65
1284,1,5,38,156,162,350
1285,1,17,0,37,152,25
1286,-1,59,102,175,109,32
1287,1,7,80,50,128,23
1288,1,34,0,40,51,15
1289,1,2,53,320,96,153
1290,-1,10,62,142,726,206
1291,1,13,47,47,12,41
1292,1,10,81,173,89,0
1293,0,69,0,78,4,8
1294,1,0,13,49,18,13
1295,1,37,128,238,85,13
1296,1,3,107,173,74,0
1297,-1,34,0,22,15,0
1298,-1,43,0,152,145,24
1299,0,163,0,262,56,40
1300,1,17,110,101,52,81
1301,1,20,0,91,94,9
1302,1,0,31,44,26,0
1303,1,11,0,2,41,56
1304,1,22,95,26,54,1
1305,1,3,0,162,152,25
1306,1,34,108,31,110,23
1307,1,5,0,3,56,7
1308,1,33,132,305,56,7
1309,1,27,46,5,126,27
1310,1,7,0,50,65,0
1311,1,6,29,19,48,2
1312,1,14,118,42,214,162
1313,1,4,162,56,68,12
1314,1,23,0,3,59,19
1315,1,15,0,44,128,29
1316,1,15,128,281,139,58
1317,1,31,51,190,80,86
1318,1,15,0,34,128,46
1319,1,12,71,96,43,115
1320,1,35,21,100,42,32
1321,1,0,0,100,13,1
1322,1,0,211,497,91,0
1323,1,3,0,12,59,266
1324,-1,39,72,343,21,0
1325,-1,136,55,420,8,0
1326,1,12,155,183,121,143
1327,1,4,52,168,57,1
1328,0,12,14,103,199,455
1329,1,2,80,293,234,42
1330,1,13,132,305,40,49
1331,1,52,97,157,207,15
1332,-1,12,80,144,124,10
1333,1,34,128,238,77,3
1334,1,4,0,2,152,190
1335,-1,8,80,431,84,21
1336,1,42,0,99,65,51
1337,1,4,0,98,61,48
1338,1,11,39,41,103,17
1339,1,13,0,18,36,6
1340,1,24,22,24,318,100
1341,1,25,0,47,166,22
1342,1,24,164,660,80,22
1343,1,11,147,95,152,25
1344,1,12,0,5,90,17
1345,1,1,76,319,61,10
1346,1,30,63,37,106,8
1347,-1,6,91,248,49,0
1348,-1,3,0,15,57,2
1349,1,32,0,122,119,33
1350,1,68,85,162,50,44
1351,-1,16,26,98,10,1
1352,1,1,96,73,86,4
1353,1,4,42,19,114,79
1354,1,49,106,98,139,65
1355,1,19,3,102,83,53
1356,1,14,0,38,140,19
1357,1,2,0,102,54,3
1358,1,3,39,253,65,121
1359,1,11,318,100,518,6
1360,1,4,174,45,162,350
1361,-1,9,0,32,63,0
1362,1,31,128,156,141,55
1363,1,3,0,294,70,1
1364,1,1,23,76,19,61
1365,1,4,202,210,255,231
1366,1,9,28,219,215,93
1367,1,1,0,64,76,3
1368,1,8,0,1,375,8
1369,1,4,0,4,122,0
1370,1,54,87,44,82,61
1371,1,40,98,166,7,0
1372,-1,34,104,103,491,22
1373,1,3,224,207,44,2
1374,1,5,0,109,80,16
1375,1,20,118,185,180,52
1376,1,1,53,320,146,17
1377,-1,112,151,81,59,8
1378,-1,85,84,201,92,1
1379,1,0,16,57,20,0
1380,-1,16,72,561,128,18
1381,1,1,48,199,73,11
1382,1,21,0,31,93,0
1383,-1,95,99,61,156,0
1384,-1,27,0,28,284,21
1385,-1,1,161,151,14,0
1386,1,20,68,61,58,3
1387,-1,14,15,98,215,93
1388,-1,12,0,32,112,147
1389,1,1,43,167,72,79
1390,1,11,164,27,86,0
1391,1,6,41,90,145,24
1392,1,4,63,56,89,74
1393,1,6,0,200,115,6
1394,1,10,1,42,219,6
1395,1,25,0,16,85,4
1396,1,73,11,16,83,40
1397,1,8,0,115,108,14
1398,1,5,69,232,76,319
1399,1,6,80,84,38,38
1400,-1,304,0,48,105,25
1401,-1,82,152,239,188,26
1402,1,2,0,176,45,24
1403,-1,23,0,12,132,8
1404,1,69,71,113,99,21
1405,1,5,0,1,54,12
1406,0,18,0,313,356,404
1407,-1,50,0,60,5,0
1408,1,4,232,33,90,28
1409,1,16,46,22,189,0
1410,1,32,71,54,91,16
1411,-1,29,0,40,339,175
1412,-1,21,0,154,12,0
1413,1,12,0,36,40,1
1414,1,19,46,347,87,32
1415,-1,5,122,249,22,34
1416,1,5,69,232,96,24
1417,1,15,0,5,122,186
1418,1,152,67,132,518,6
1419,1,1,43,167,81,1
1420,-1,67,62,90,17,4
1421,1,2,162,350,93,25
1422,1,24,29,7,86,8
1423,0,51,98,166,8,0
1424,1,58,12,1,45,13
1425,0,33,0,28,22,0
1426,-1,6,53,91,3,5
1427,1,24,0,111,70,133
1428,1,2,79,200,99,75
1429,1,9,86,108,128,46
1430,1,65,47,188,196,0
1431,-1,42,94,73,38,0
1432,1,21,164,112,78,4
1433,1,3,96,390,126,66
1434,1,11,0,14,161,263
1435,1,11,27,62,85,5
1436,1,3,156,74,128,23
1437,1,4,51,92,102,66
1438,-1,55,0,2,60,26
1439,-1,5,0,3,286,33
1440,-1,38,0,54,75,1
1441,0,23,0,47,64,93
1442,1,25,86,190,111,49
1443,1,16,0,3,181,153
1444,1,7,0,9,88,0
1445,1,2,30,936,68,50
1446,1,63,0,52,116,3
1447,-1,12,43,519,138,41
1448,1,22,18,54,55,12
1449,1,44,0,18,458,0
1450,1,13,0,32,102,5
1451,1,1,30,936,51,31
1452,-1,10,165,274,51,51
1453,-1,56,128,281,15,3
1454,1,1,45,148,81,173
1455,1,1,224,207,113,18
1456,1,6,0,13,135,127
1457,1,26,222,107,107,173
1458,1,8,94,207,116,110
1459,1,13,46,92,68,61
1460,-1,40,0,150,123,17
1461,-1,27,0,144,51,1
1462,1,1,0,54,75,54
1463,1,39,0,57,180,52
1464,-1,33,136,190,71,41
1465,1,36,104,47,122,0
1466,1,7,22,150,31,7
1467,1,7,45,240,30,936
1468,-1,17,27,54,141,100
1469,-1,14,78,298,204,54
1470,1,17,0,31,215,93
1471,-1,66,32,15,102,15
1472,1,37,0,4,160,39
1473,1,42,88,96,277,265
1474,1,3,0,33,60,61
1475,1,34,0,42,66,2
1476,-1,77,86,39,14,0
1477,0,13,0,17,35,0
1478,1,1,180,300,35,46
1479,-1,14,224,207,96,4
1480,1,11,40,397,181,153
1481,-1,35,126,66,129,167
1482,1,3,65,34,57,62
1483,1,13,0,278,356,144
1484,1,20,0,11,204,54
1485,1,21,53,320,80,50
1486,1,136,202,210,117,115
1487,1,12,0,26,115,31
1488,1,1,0,1,160,228
1489,1,15,35,254,55,71
1490,1,18,0,30,41,51
1491,1,25,94,113,184,79
1492,1,2,55,53,88,0
1493,1,56,132,305,126,27
1494,1,4,60,212,128,173
1495,1,70,83,53,87,15
1496,1,16,0,30,132,23
1497,1,3,119,281,79,48
1498,1,36,78,605,189,63
1499,1,23,58,74,324,102
1500,1,45,122,36,168,92
1501,1,5,164,660,90,0
1502,0,22,0,74,221,210
1503,1,5,109,40,243,18
1504,-1,39,152,239,69,0
1505,1,33,142,147,33,0
1506,1,0,12,5,46,61
1507,1,5,0,123,80,50
1508,1,10,0,17,137,5
1509,1,19,0,17,86,0
1510,1,75,102,231,50,13
1511,0,73,0,75,138,21
1512,1,6,0,98,135,147
1513,1,36,106,28,51,15
1514,1,3,0,12,95,45
1515,1,19,91,257,41,15
1516,1,3,69,232,284,21
1517,1,61,78,7,289,122
1518,-1,12,46,61,12,0
1519,1,46,154,318,74,197
1520,1,1,0,1,102,32
1521,1,35,0,23,63,0
1522,1,29,0,51,77,0
1523,-1,112,113,75,102,15
1524,1,20,29,139,120,18
1525,-1,62,0,53,140,19
1526,1,27,0,3,97,77
1527,1,9,40,397,138,248
1528,-1,62,37,62,67,106
1529,1,0,29,139,31,12
1530,1,4,80,431,59,12
1531,1,4,86,191,70,20
1532,1,4,76,54,88,9
1533,1,2,0,5,40,13
1534,-1,67,79,48,180,32
1535,1,26,0,26,130,48
1536,1,28,128,49,229,99
1537,1,9,87,32,29,3
1538,1,4,57,172,31,9
1539,1,7,0,1,51,36
1540,1,17,64,583,77,7
1541,-1,11,54,135,23,3
1542,-1,42,39,253,31,0
1543,1,107,45,4,38,0
1544,1,8,54,58,91,6
1545,0,23,59,80,188,26
1546,-1,13,78,605,101,113
1547,1,3,0,41,95,22
1548,1,2,11,128,61,52
1549,-1,66,74,41,188,26
1550,1,15,69,232,79,29
1551,-1,38,61,114,55,0
1552,0,50,121,69,98,6
1553,1,3,57,190,30,25
1554,1,4,66,81,75,54
1555,0,45,55,420,85,3
1556,-1,7,726,206,444,195
1557,1,29,62,18,120,83
1558,1,2,22,83,85,4
1559,1,5,149,590,74,19
1560,1,9,0,71,93,25
1561,1,25,96,203,40,32
1562,1,11,0,17,68,84
1563,0,60,0,1,61,18
1564,1,28,50,49,79,29
1565,-1,23,0,2,351,522
1566,1,3,128,281,29,26
1567,1,9,89,74,72,205
1568,-1,54,0,15,83,82
1569,0,31,76,230,193,159
1570,1,31,64,22,185,250
1571,1,4,0,93,164,112
1572,0,107,0,214,185,9
1573,1,8,32,39,53,23
1574,-1,117,0,148,51,2
1575,1,6,29,5,102,109
1576,1,12,112,109,119,33
1577,-1,19,94,73,18,0
1578,1,15,51,36,65,48
1579,1,15,53,320,159,27
1580,1,7,60,27,142,147
1581,1,43,149,87,109,60
1582,1,6,227,472,219,6
1583,1,21,0,94,211,497
1584,1,32,0,23,232,33
1585,1,36,132,305,106,126
1586,1,66,164,48,34,5
1587,1,88,163,114,83,77
1588,1,27,0,7,220,28
1589,1,8,0,145,39,4
1590,1,59,0,23,105,25
1591,1,50,95,156,82,0
1592,1,11,48,118,37,3
1593,1,17,49,439,79,8
1594,1,13,70,133,80,14
1595,-1,93,0,21,188,7
1596,1,32,0,1,166,44
1597,-1,56,0,30,133,28
1598,1,2,199,455,189,27
1599,1,193,114,84,121,143
1600,-1,53,0,129,80,84
1601,1,44,0,4,27,7
1602,1,3,60,99,165,58
1603,1,30,87,50,72,561
1604,1,8,97,260,52,43
1605,1,1,277,217,40,27
1606,1,37,0,2,86,103
1607,-1,19,30,28,23,5
1608,-1,16,164,112,5,2
1609,1,53,0,9,106,3
1610,0,30,110,181,12,1
1611,1,10,178,249,128,281
1612,-1,623,0,1,135,15
1613,1,6,0,87,99,75
1614,-1,50,35,125,148,5
1615,-1,77,152,239,88,12
1616,1,35,45,148,351,522
1617,1,3,58,122,43,22
1618,1,20,119,32,172,31
1619,1,4,0,3,59,9
1620,1,3,42,140,55,71
1621,-1,49,0,124,10,1
1622,1,6,100,16,216,47
1623,-1,46,0,115,189,75
1624,0,30,0,35,102,49
1625,1,2,50,42,52,16
1626,1,37,180,222,126,19
1627,1,30,180,300,51,2
1628,1,47,0,152,242,10
1629,1,7,56,27,51,35
1630,1,37,109,11,51,2
1631,1,3,84,21,31,0
1632,0,19,0,4,109,44
1633,0,62,21,36,19,0
1634,1,13,0,52,122,0
1635,1,4,65,397,36,13
1636,1,0,31,44,19,3
1637,1,7,0,38,49,22
1638,1,14,88,160,124,10
1639,1,52,74,209,93,13
1640,1,21,121,53,57,13
1641,1,9,50,79,93,18
1642,1,19,193,159,186,63
1643,0,16,37,69,42,32
1644,0,20,0,186,98,6
1645,-1,59,0,7,61,0
1646,-1,7,73,106,133,28
1647,-1,15,0,13,10,0
1648,1,7,0,1,47,0
1649,-1,61,82,44,86,0
1650,-1,90,0,5,188,26
1651,1,4,164,660,59,19
1652,0,217,0,9,27,0
1653,1,16,199,455,86,81
1654,1,1,63,114,185,250
1655,1,1,0,27,176,11
1656,0,0,11,128,25,1
1657,-1,30,128,281,30,0
1658,1,2,0,18,45,1
1659,1,2,57,172,118,31
1660,1,36,47,102,38,156
1661,-1,70,0,173,55,3
1662,-1,0,0,926,154,6
1663,1,2,178,228,85,13
1664,1,5,67,83,124,33
1665,1,0,42,81,165,58
1666,1,10,21,56,73,38
1667,1,3,94,97,259,21
1668,1,16,264,241,72,205
1669,1,1,18,54,212,48
1670,-1,84,0,31,121,143
1671,-1,10,60,76,94,0
1672,1,1,35,200,49,2
1673,1,15,64,583,274,29
1674,1,1,35,200,53,67
1675,-1,82,96,73,83,77
1676,1,5,0,13,135,147
1677,-1,64,0,7,112,12
1678,1,6,192,237,68,16
1679,1,22,43,519,80,188
1680,1,11,151,81,86,99
1681,1,6,43,167,110,181
1682,1,10,0,22,102,0
1683,1,6,0,12,75,54
1684,1,6,0,138,69,232
1685,0,20,202,210,16,3
1686,1,0,18,860,53,84
1687,1,2,63,129,56,27
1688,1,22,86,61,39,2
1689,1,97,0,230,80,188
1690,1,6,0,8,67,29
1691,1,9,0,262,55,8
1692,1,21,0,1,98,57
1693,1,6,0,64,59,0
1694,1,8,163,33,351,522
1695,1,15,0,50,178,249
1696,1,43,29,26,165,393
1697,-1,8,57,302,189,82
1698,-1,165,111,49,120,58
1699,0,40,64,583,61,101
1700,-1,112,0,8,63,23
1701,1,13,48,119,102,32
1702,0,124,68,61,74,41
1703,1,13,83,50,74,0
1704,0,180,0,32,146,2
1705,1,45,129,167,89,22
1706,1,113,0,3,726,206
1707,1,5,0,214,101,0
1708,1,4,202,210,93,1
1709,1,11,7,91,164,660
1710,1,8,85,72,152,239
1711,1,22,62,90,485,18
1712,1,6,53,79,60,27
1713,1,8,0,63,68,61
1714,1,16,0,4,29,7
1715,1,3,147,95,126,19
1716,1,3,85,334,40,1
1717,1,42,145,253,289,122
1718,-1,10,128,238,65,6
1719,1,4,110,181,79,10
1720,1,6,304,60,161,151
1721,-1,48,139,65,8,1
1722,1,38,0,9,259,21
1723,1,11,0,23,115,174
1724,1,14,0,1,45,11
1725,-1,37,0,115,220,28
1726,1,3,28,26,212,48
1727,1,12,35,15,15,11
1728,-1,86,48,83,100,1
1729,1,18,194,124,375,8
1730,1,10,0,213,135,43
1731,1,10,0,81,53,23
1732,0,23,0,35,9,3
1733,1,5,51,115,47,33
1734,1,18,165,393,77,6
1735,1,1,0,2,176,11
1736,1,1,262,110,38,13
1737,1,5,0,2,62,142
1738,1,26,128,173,221,210
1739,-1,13,0,36,14,0
1740,-1,34,0,21,21,4
1741,1,8,0,45,119,35
1742,-1,9,0,33,149,87
1743,1,5,0,5,76,54
1744,1,4,0,5,99,4
1745,-1,29,39,36,57,0
1746,-1,33,144,75,74,197
1747,-1,5,0,60,67,4
1748,1,14,128,281,190,61
1749,1,3,49,386,117,52
1750,1,18,67,64,45,24
1751,1,13,47,244,94,47
1752,1,1,0,81,140,11
1753,1,23,94,207,67,38
1754,1,1,28,54,20,0
1755,1,52,110,181,113,4
1756,1,84,0,3,195,32
1757,1,3,0,1,143,11
1758,1,9,165,274,118,6
1759,1,4,0,156,210,94
1760,1,6,48,107,229,99
1761,1,5,0,1,156,74
1762,1,33,91,130,172,36
1763,1,16,0,173,128,238
1764,-1,6,57,209,164,48
1765,0,22,128,71,53,3
1766,-1,41,69,160,188,26
1767,1,13,161,263,109,1
1768,1,18,0,24,12,0
1769,1,5,0,1,137,11
1770,0,101,0,68,190,61
1771,1,37,0,46,69,19
1772,1,228,0,3,192,237
1773,1,22,134,70,117,15
1774,1,2,74,19,128,23
1775,1,3,168,311,126,2
1776,1,4,0,84,64,43
1777,1,40,0,39,78,65
1778,-1,99,102,49,102,231
1779,1,33,62,38,108,14
1780,-1,20,76,255,40,0
1781,-1,84,149,99,66,1
1782,1,121,0,48,119,32
1783,1,19,0,115,56,35
1784,1,3,125,115,84,2
1785,1,38,128,156,48,3
1786,1,5,0,5,70,71
1787,-1,32,109,60,16,0
1788,1,11,0,256,59,11
1789,-1,20,39,37,155,79
1790,1,18,78,605,154,318
1791,-1,63,78,152,83,119
1792,-1,28,39,123,7,0
1793,1,12,0,1,69,232
1794,1,6,102,109,31,1
1795,1,2,74,201,89,18
1796,1,26,0,52,62,18
1797,-1,29,152,239,72,47
1798,1,14,0,191,102,231
1799,0,32,55,420,73,49
1800,1,0,0,177,38,15
1801,1,5,108,152,42,54
1802,1,27,62,90,151,81
1803,1,26,46,347,53,328
1804,1,16,0,59,95,21
1805,1,1,74,201,78,65
1806,1,10,0,11,491,22
1807,1,6,165,393,119,38
1808,1,28,4,92,63,30
1809,1,6,83,48,120,41
1810,1,17,38,44,117,52
1811,1,3,72,205,63,75
1812,1,18,0,154,60,12
1813,1,21,120,83,130,5
1814,1,29,80,188,86,13
1815,-1,14,0,32,79,3
1816,1,6,0,67,89,18
1817,-1,57,39,12,47,1
1818,-1,60,0,14,12,0
1819,1,1,39,253,94,40
1820,-1,16,62,142,63,11
1821,1,5,156,371,30,2
1822,1,5,80,431,215,93
1823,1,8,74,248,69,41
1824,-1,7,0,81,49,0
1825,1,25,0,62,137,72
1826,1,72,80,144,196,0
1827,1,13,79,3,289,122
1828,1,6,0,69,118,0
1829,-1,9,216,259,64,95
1830,-1,10,74,282,106,3
1831,1,56,0,256,195,81
1832,1,9,64,583,55,2
1833,-1,22,0,150,125,43
1834,1,88,229,99,83,70
1835,0,18,89,74,82,1
1836,1,0,0,12,56,54
1837,-1,31,0,154,19,6
1838,1,37,0,39,93,1
1839,1,19,86,129,57,20
1840,1,20,0,117,129,14
1841,-1,40,174,45,19,0
1842,-1,99,83,48,37,28
1843,1,1,85,51,71,0
1844,1,3,80,188,77,4
1845,1,4,0,99,60,212
1846,1,5,22,312,61,14
1847,1,0,0,1,142,41
1848,1,48,0,16,195,32
1849,1,3,0,47,318,100
1850,1,10,0,216,76,74
1851,1,12,165,274,82,81
1852,1,32,52,165,121,69
1853,-1,0,0,926,69,41
1854,1,2,0,115,83,50
1855,1,0,518,6,98,31
1856,-1,4,0,70,491,22
1857,1,13,63,37,58,2
1858,-1,21,43,519,199,455
1859,1,2,50,84,32,39
1860,1,63,0,55,172,31
1861,1,11,57,302,77,0
1862,-1,3,18,860,16,0
1863,-1,75,0,23,324,102
1864,1,40,100,8,189,63
1865,0,60,114,84,10,7
1866,1,51,59,88,65,8
1867,1,9,47,374,91,16
1868,1,1,24,83,21,0
1869,1,29,96,390,76,1
1870,1,2,18,860,33,0
1871,1,2,0,44,128,23
1872,1,12,0,444,375,8
1873,1,12,61,57,117,115
1874,1,1,3,1,21,0
1875,1,39,264,241,356,144
1876,-1,5,0,16,193,159
1877,1,0,0,5,200,48
1878,-1,47,0,144,61,0
1879,1,0,47,178,40,397
1880,-1,105,95,22,77,13
1881,1,2,52,21,67,106
1882,-1,69,56,76,39,19
1883,1,47,83,40,148,40
1884,1,15,0,5,60,12
1885,1,13,72,32,221,210
1886,-1,22,0,200,77,13
1887,-1,27,277,265,82,0
1888,1,1,24,83,52,168
1889,1,14,63,182,61,33
1890,-1,63,60,76,18,0
1891,1,6,32,114,52,43
1892,-1,53,104,103,204,54
1893,1,15,120,134,88,0
1894,1,2,0,25,19,21
1895,1,34,61,145,79,33
1896,1,41,78,605,61,26
1897,1,5,0,25,48,118
